,Status,Gender,Education,Income,Card Type,Months_Inactive_12_mon,Total_Revolving_Bal,Avg_Utilization_Ratio,MaritalDependentRatio,CreditUsage,AvgTransValue,TenureByAge
2207,1,0,2,0,0,3,2517,0.762,0.25,0.24,35.56,0.77
2208,1,0,0,4,0,2,888,0.026,0.17,0.97,46.64,0.71
2211,1,0,2,2,0,3,1775,0.417,0.5,0.58,40.56,1.16
2212,1,1,2,0,0,1,2517,0.345,0.1,0.65,39.25,0.65
2216,1,1,1,0,0,1,0,0.0,0.25,1.0,39.33,0.71
2217,1,0,0,2,0,3,1732,0.296,0.2,0.7,50.15,0.69
2218,1,0,1,3,0,1,2149,0.267,0.5,0.73,41.67,0.79
2220,1,0,4,3,0,2,2442,0.531,0.5,0.47,39.58,0.89
2222,1,0,2,3,0,3,2096,0.117,0.33,0.88,41.45,0.78
2223,-1,1,4,0,0,2,978,0.68,0.5,0.32,28.7,0.69
2224,1,1,1,0,0,1,1694,0.828,0.25,0.17,70.04,0.8
2225,1,1,0,0,0,2,0,0.0,0.2,1.0,44.58,0.78
2229,1,1,0,0,0,3,1338,0.593,0.17,0.41,45.65,0.81
2233,1,1,1,1,0,1,1987,0.611,0.08,0.39,41.01,0.51
2239,1,0,0,1,0,3,1884,0.518,0.1,0.48,53.85,0.88
2240,1,1,1,0,0,1,1856,0.358,0.33,0.64,33.35,0.81
2241,1,0,1,3,0,1,0,0.0,0.17,1.0,43.05,0.78
2243,1,1,2,1,0,1,0,0.0,1.0,1.0,40.03,0.79
2247,1,1,1,0,0,3,2036,0.752,0.5,0.25,58.36,0.82
2250,1,0,0,2,0,3,1657,0.17,0.2,0.83,52.81,0.57
2251,1,0,4,1,0,2,0,0.0,0.17,1.0,50.05,0.78
2252,1,0,1,1,0,2,1326,0.59,0.5,0.41,44.66,0.86
2258,1,1,0,0,0,2,0,0.0,0.5,1.0,32.9,1.03
2259,1,1,3,0,0,1,2276,0.943,0.33,0.06,32.26,0.89
2260,1,1,4,0,0,2,648,0.451,1.0,0.55,46.93,0.75
2262,1,0,1,2,0,3,2517,0.073,0.17,0.93,45.85,0.88
2263,1,1,0,1,0,1,2290,0.736,0.2,0.26,48.73,0.8
2267,1,0,1,2,0,1,2517,0.601,0.25,0.4,39.62,0.68
2268,1,0,0,3,0,2,1459,0.307,0.25,0.69,50.93,0.92
2271,-1,0,4,2,0,3,417,0.063,0.1,0.94,38.39,0.58
2273,1,1,0,0,0,3,2517,0.725,0.33,0.27,52.09,0.67
2276,1,1,1,0,0,2,1578,0.167,0.25,0.83,48.27,0.8
2277,1,0,0,4,0,3,1814,0.198,0.12,0.8,54.0,0.82
2280,1,0,0,2,0,1,1535,0.17,0.5,0.83,45.77,0.64
2285,1,0,0,3,0,1,1740,0.213,0.25,0.79,41.98,0.71
2286,1,0,2,4,0,2,0,0.0,0.33,1.0,66.37,0.8
2289,1,0,3,2,0,3,1363,0.053,0.5,0.95,60.97,0.77
2292,-1,0,0,0,0,3,1696,0.765,0.5,0.24,36.5,0.72
2293,1,0,1,2,0,2,2202,0.094,0.25,0.91,42.03,0.83
2294,1,0,2,3,0,4,1737,0.771,0.25,0.23,47.81,0.65
2301,1,1,1,0,0,2,802,0.236,1.0,0.76,39.39,0.87
2302,1,1,0,0,0,3,955,0.203,0.5,0.8,41.42,0.65
2304,1,0,3,3,0,2,1319,0.503,0.25,0.5,56.61,0.83
2307,1,1,1,0,0,3,2517,0.789,0.2,0.21,42.89,0.82
2310,1,0,4,4,0,3,1119,0.087,0.25,0.91,40.6,0.73
2311,1,1,1,1,0,2,1490,0.573,0.33,0.43,40.4,0.88
2312,1,1,0,0,0,3,1885,0.924,1.0,0.08,44.12,0.93
2316,1,0,1,2,0,3,0,0.0,0.2,1.0,33.0,0.77
2317,1,1,0,0,1,3,0,0.0,0.1,1.0,52.3,0.86
2321,1,0,0,3,0,1,2517,0.197,0.33,0.8,56.5,0.58
2325,1,0,3,0,0,3,0,0.0,1.0,1.0,46.71,0.92
2326,1,0,1,3,0,2,1517,0.276,0.25,0.72,52.13,1.0
2329,1,1,1,0,0,2,2517,0.769,1.0,0.23,47.82,0.71
2330,1,0,4,1,0,2,1541,0.164,0.17,0.84,37.58,0.76
2331,1,1,1,0,0,3,663,0.461,0.12,0.54,40.92,0.76
2334,1,0,1,1,0,2,2371,0.384,0.33,0.62,53.79,0.6
2339,1,0,2,3,0,1,1573,0.576,0.33,0.42,47.71,0.67
2346,1,1,1,1,0,3,1559,0.142,0.5,0.86,38.37,0.55
2350,1,0,2,2,0,3,620,0.234,0.17,0.77,48.13,0.85
2356,1,0,2,2,0,2,614,0.024,0.25,0.98,30.67,0.76
2357,1,0,2,2,0,3,0,0.0,0.25,1.0,33.03,0.79
2360,1,1,2,0,0,3,1865,0.21,0.2,0.79,48.74,0.83
2363,1,0,0,1,0,2,1461,0.557,0.5,0.44,38.28,0.68
2365,1,1,2,0,0,3,1218,0.276,0.12,0.72,60.47,0.64
2366,1,1,1,0,0,1,1796,0.194,0.1,0.81,41.4,0.89
2367,1,1,1,0,0,1,1685,0.552,0.5,0.45,35.12,0.89
2371,1,1,2,0,0,3,1505,0.308,0.1,0.69,48.91,0.79
2372,1,0,1,4,0,2,1250,0.046,0.17,0.95,45.9,1.03
2373,1,1,3,0,0,3,797,0.374,0.5,0.63,44.12,0.6
2374,1,0,1,2,0,3,0,0.0,0.12,1.0,36.55,0.65
2378,1,0,4,0,0,3,1685,0.283,0.17,0.72,53.7,0.9
2380,1,0,1,3,0,3,1841,0.459,0.5,0.54,48.17,0.74
2387,1,0,2,2,0,4,1874,0.265,0.17,0.74,47.85,0.7
2389,1,1,4,0,0,3,772,0.537,0.25,0.46,56.25,0.77
2393,1,1,4,0,0,3,1469,0.648,0.25,0.35,57.95,0.91
2397,1,1,1,0,0,3,526,0.171,0.25,0.83,35.35,0.66
2398,1,0,2,4,1,3,2315,0.067,0.25,0.93,39.24,0.57
2401,1,0,1,4,0,1,1347,0.05,0.33,0.95,48.22,0.82
2402,1,0,1,3,0,1,1305,0.132,0.12,0.87,60.35,0.66
2403,-1,0,2,2,0,4,243,0.06,0.12,0.94,40.81,0.85
2404,1,0,1,1,0,2,1799,0.69,0.25,0.31,35.62,0.68
2407,1,0,2,2,0,2,1909,0.184,0.2,0.82,40.75,0.71
2409,1,0,2,1,0,2,1611,0.606,0.5,0.39,57.29,1.38
2411,-1,0,0,4,0,2,787,0.023,0.25,0.98,41.0,0.75
2415,1,1,4,1,0,3,948,0.281,1.0,0.72,31.98,0.82
2416,-1,0,0,2,0,3,2408,0.07,0.12,0.93,29.68,0.75
2418,1,0,1,1,0,3,1543,0.49,0.17,0.51,48.34,0.89
2419,1,0,1,1,0,2,1135,0.524,0.5,0.48,46.7,0.62
2424,1,0,0,1,0,3,1551,0.186,0.1,0.81,54.0,0.79
2425,1,0,3,3,3,1,1580,0.046,0.25,0.95,48.24,0.86
2426,1,0,0,3,0,1,1393,0.215,1.0,0.78,34.43,0.92
2427,1,0,1,4,0,1,1470,0.08,0.33,0.92,35.58,0.73
2428,1,1,2,1,0,3,2517,0.899,0.25,0.1,48.63,0.72
2429,1,1,1,0,0,2,2215,0.731,0.25,0.27,46.23,0.63
2430,1,1,0,1,0,3,1338,0.622,0.5,0.38,59.41,0.9
2434,1,0,2,1,0,3,2180,0.536,0.33,0.46,35.31,0.62
2436,1,0,2,2,0,2,2508,0.212,0.33,0.79,50.66,0.76
2437,1,1,2,0,0,6,704,0.095,0.12,0.91,35.73,1.06
2438,1,0,1,1,0,1,976,0.077,0.25,0.92,42.26,0.56
2440,1,0,0,2,0,1,1699,0.066,0.5,0.93,36.17,0.8
2441,1,0,2,1,0,3,1495,0.386,0.33,0.61,46.24,1.0
2445,1,0,0,1,0,3,1185,0.542,0.12,0.46,39.01,0.51
2446,1,0,0,2,0,1,864,0.048,0.12,0.95,52.97,0.87
2447,1,1,1,0,0,2,2200,0.954,0.5,0.05,36.79,0.8
2448,1,0,1,3,1,3,1583,0.06,0.17,0.94,43.4,0.79
2449,1,1,2,0,0,3,2517,0.436,0.33,0.56,65.69,0.51
2450,1,1,0,0,0,1,2078,0.378,0.25,0.62,45.88,0.83
2451,1,0,3,4,0,1,2264,0.299,0.5,0.7,46.39,0.42
2452,1,0,1,0,0,3,1398,0.483,0.25,0.52,36.96,0.5
2453,1,1,0,1,0,2,2379,0.76,0.17,0.24,36.75,0.72
2454,1,1,2,0,0,3,2517,0.589,0.12,0.41,41.8,0.79
2455,1,0,4,3,0,6,906,0.182,1.0,0.82,34.44,0.65
2456,1,1,3,0,0,3,2155,0.683,1.0,0.32,31.27,0.79
2459,1,0,1,2,0,2,1915,0.072,0.33,0.93,64.18,0.72
2462,1,1,1,1,0,3,2517,0.429,0.5,0.57,55.81,0.68
2464,1,0,0,4,0,1,753,0.145,0.25,0.85,51.33,0.77
2468,1,0,1,2,0,2,2260,0.345,0.5,0.65,49.0,0.63
2470,1,1,2,1,0,3,1344,0.213,0.12,0.79,33.82,0.79
2473,1,1,1,0,0,2,1263,0.156,0.17,0.84,35.2,1.0
2475,1,1,1,0,0,3,0,0.0,0.1,1.0,45.18,0.61
2477,1,0,1,2,0,3,1995,0.679,0.5,0.32,45.07,0.85
2478,1,0,0,0,0,2,1741,0.305,0.5,0.7,34.69,0.81
2479,1,1,0,0,0,2,1209,0.573,0.12,0.43,45.95,0.65
2480,1,0,3,1,0,2,2282,0.192,0.17,0.81,34.81,0.86
2483,1,0,3,1,0,3,1977,0.436,0.17,0.56,38.83,0.53
2485,1,0,0,2,0,1,1354,0.202,0.33,0.8,44.37,0.81
2487,1,0,2,4,0,3,1513,0.276,0.17,0.72,62.85,0.78
2488,1,0,0,1,0,1,607,0.057,0.25,0.94,62.68,0.8
2490,1,0,0,3,0,4,1970,0.386,0.33,0.61,39.69,0.82
2491,1,0,4,1,0,4,726,0.123,0.5,0.88,61.26,0.78
2494,1,0,1,4,0,2,741,0.177,0.25,0.82,54.04,0.75
2495,1,1,2,0,0,2,0,0.0,0.1,1.0,33.48,0.73
2496,1,0,0,2,0,1,1226,0.061,0.33,0.94,50.1,0.87
2497,1,0,1,0,0,2,0,0.0,0.5,1.0,38.9,0.71
2499,1,0,0,2,0,2,2152,0.165,0.25,0.83,57.04,0.83
2501,1,1,3,0,0,3,1207,0.181,1.0,0.82,56.86,0.67
2506,1,0,0,0,0,3,2380,0.984,0.17,0.02,56.15,0.8
2507,1,0,1,1,0,3,1427,0.277,0.12,0.72,38.09,0.73
2509,1,0,1,2,0,3,1021,0.1,1.0,0.9,50.27,0.81
2510,-1,0,1,1,0,1,0,0.0,0.25,1.0,74.07,0.81
2512,1,0,4,2,0,2,0,0.0,0.25,1.0,37.96,0.88
2515,1,1,3,0,0,1,1701,0.666,0.12,0.33,69.49,0.87
2516,1,0,3,2,1,3,1731,0.05,0.08,0.95,38.43,0.82
2517,1,0,1,0,0,3,1361,0.636,1.0,0.36,37.65,0.84
2518,1,1,0,1,0,1,0,0.0,0.5,1.0,72.95,0.69
2521,1,1,4,1,0,2,1527,0.575,0.33,0.42,73.88,0.69
2523,1,0,2,2,0,1,1935,0.159,0.5,0.84,42.08,0.89
2525,1,0,4,3,0,2,1645,0.633,0.5,0.37,42.08,0.51
2529,1,1,0,0,0,3,1933,0.414,0.5,0.59,42.55,0.78
2533,1,1,1,1,0,2,2115,0.796,0.12,0.2,46.49,0.62
2534,1,0,0,2,0,1,1806,0.197,0.33,0.8,33.89,0.79
2539,1,0,2,3,0,2,1745,0.1,0.5,0.9,57.58,0.8
2540,1,0,1,3,0,6,2517,0.879,0.33,0.12,37.38,0.91
2544,1,1,0,0,0,2,499,0.119,0.5,0.88,70.75,0.72
2545,1,1,0,0,0,2,2489,0.363,0.5,0.64,62.19,0.59
2546,1,0,1,2,0,3,1480,0.092,0.33,0.91,57.41,0.83
2547,1,0,1,4,0,2,1024,0.03,0.17,0.97,34.31,0.7
2550,1,1,1,1,0,3,2517,0.319,0.1,0.68,39.84,0.86
2551,1,0,1,2,0,2,0,0.0,0.17,1.0,49.52,0.88
2552,1,0,0,2,0,3,1677,0.735,0.17,0.26,47.16,0.97
2553,1,0,0,2,0,2,0,0.0,0.33,1.0,51.04,0.91
2555,1,0,1,3,0,1,0,0.0,0.33,1.0,48.25,0.87
2561,1,0,1,4,0,3,1713,0.504,0.2,0.5,35.63,0.77
2564,1,0,1,4,0,3,1188,0.043,0.25,0.96,47.87,0.61
2566,1,1,1,0,0,2,633,0.085,0.17,0.91,35.86,0.76
2567,1,0,0,1,0,3,0,0.0,0.5,1.0,36.22,1.12
2572,1,0,0,2,0,1,2193,0.126,0.5,0.87,37.53,0.71
2573,1,0,2,2,0,3,1509,0.082,0.25,0.92,50.14,0.75
2574,1,0,0,4,0,1,2326,0.462,0.17,0.54,48.48,0.5
2577,1,0,1,4,0,3,1919,0.59,0.5,0.41,45.35,0.78
2578,1,1,0,0,0,2,1251,0.438,0.12,0.56,38.96,0.66
2581,1,1,0,0,0,2,1655,0.449,0.5,0.55,38.86,0.89
2584,1,0,2,3,0,3,1753,0.918,0.5,0.08,60.71,0.69
2585,1,0,3,2,0,2,1236,0.065,0.12,0.94,58.5,0.83
2586,1,0,1,2,0,2,1691,0.106,0.33,0.89,42.18,0.72
2588,1,1,2,0,0,3,2130,0.836,0.17,0.16,42.7,0.52
2590,1,0,0,1,0,1,1558,0.714,0.5,0.29,48.82,0.9
2592,1,0,0,2,0,2,0,0.0,0.17,1.0,54.55,0.89
2595,1,1,1,0,0,1,927,0.279,0.25,0.72,36.28,0.79
2597,1,0,2,1,0,2,1750,0.259,0.5,0.74,54.85,0.42
2605,1,1,2,1,0,1,0,0.0,0.08,1.0,62.14,0.83
2606,1,0,1,3,0,3,0,0.0,0.17,1.0,57.65,0.82
2608,1,0,2,2,1,1,1433,0.042,0.17,0.96,63.42,0.82
2612,1,0,2,1,0,1,1328,0.121,0.17,0.88,61.53,0.82
2613,1,0,0,0,0,1,2517,0.639,1.0,0.36,43.79,0.78
2614,1,1,3,1,0,1,1995,0.938,0.33,0.06,36.84,0.75
2615,1,0,0,2,0,3,1340,0.039,0.1,0.96,44.59,0.68
2617,1,1,3,0,0,2,1328,0.763,0.5,0.24,43.1,0.45
2620,1,0,1,0,0,3,1858,0.709,1.0,0.29,45.7,0.86
2623,1,0,1,2,0,1,2517,0.174,0.2,0.83,44.47,0.82
2624,1,0,1,2,0,1,1443,0.276,0.12,0.72,43.27,0.86
2628,1,1,2,0,0,3,2517,0.73,0.25,0.27,39.77,0.8
2630,1,0,0,2,0,2,2028,0.068,0.1,0.93,48.11,0.88
2631,1,0,0,1,0,3,1163,0.541,0.5,0.46,40.53,0.9
2633,1,0,0,4,0,3,1300,0.047,0.33,0.95,72.62,0.8
2634,1,1,1,0,0,3,2016,0.415,0.2,0.58,48.78,0.88
2643,1,0,0,0,0,3,1278,0.821,0.25,0.18,46.14,0.67
2644,1,1,1,1,0,3,1210,0.164,0.17,0.84,30.48,0.62
2646,1,1,3,0,0,1,1635,0.551,0.25,0.45,43.27,0.81
2648,1,0,0,3,0,3,0,0.0,0.5,1.0,35.99,0.44
2649,1,1,2,0,0,3,1285,0.334,0.5,0.67,38.62,0.84
2651,1,1,1,0,0,2,753,0.256,0.12,0.74,56.67,0.58
2652,1,0,3,3,1,3,1954,0.057,0.17,0.94,36.0,0.95
2653,1,0,1,2,0,3,2006,0.354,0.33,0.65,40.23,0.7
2655,1,1,0,0,0,1,1316,0.528,0.2,0.47,51.68,0.74
2656,1,0,2,2,0,1,1445,0.057,0.5,0.94,53.92,1.16
2657,1,1,2,1,0,3,1818,0.698,0.2,0.3,39.98,0.6
2659,1,1,1,0,0,2,1257,0.405,0.5,0.59,52.53,0.63
2661,1,0,1,2,0,3,1342,0.568,0.25,0.43,55.33,0.8
2662,1,0,1,1,0,4,1656,0.678,0.1,0.32,62.95,0.8
2667,1,1,2,1,0,2,1950,0.432,0.12,0.57,51.03,0.77
2668,1,0,2,4,0,3,719,0.026,0.33,0.97,52.47,0.9
2669,1,1,1,0,0,3,1372,0.819,0.25,0.18,56.9,0.86
2671,-1,0,3,2,0,0,0,0.0,0.25,1.0,48.33,0.92
2673,1,0,0,3,0,3,1020,0.05,0.12,0.95,63.12,0.9
2674,1,0,1,3,0,1,1338,0.598,0.17,0.4,41.1,0.81
2676,1,0,3,3,0,1,0,0.0,0.12,1.0,59.88,0.9
2677,1,0,4,4,0,3,1887,0.059,0.17,0.94,40.15,0.86
2681,1,0,0,3,3,2,2317,0.067,0.12,0.93,57.75,0.83
2683,1,1,3,1,0,2,1081,0.58,0.25,0.42,59.25,0.85
2684,1,0,2,3,0,2,840,0.036,0.17,0.96,38.18,0.67
2685,1,1,1,0,0,1,1578,0.369,0.2,0.63,37.86,1.0
2686,1,1,1,1,0,3,1446,0.522,0.33,0.48,63.19,0.73
2687,1,0,1,0,0,3,1935,0.854,0.25,0.15,37.8,1.29
2688,1,1,0,0,0,2,1961,0.687,0.17,0.31,39.66,0.61
2689,1,1,0,0,0,3,2517,0.819,0.12,0.18,66.68,0.75
2692,1,1,4,0,0,3,0,0.0,0.17,1.0,33.45,0.82
2694,1,0,0,3,0,2,2517,0.22,0.17,0.78,42.86,0.97
2696,1,1,0,0,0,3,951,0.337,0.25,0.66,38.21,0.68
2699,1,1,1,0,0,1,1607,0.722,0.1,0.28,42.9,0.78
2701,1,0,2,1,0,1,1858,0.334,0.1,0.67,57.35,0.77
2703,1,1,1,0,0,2,1397,0.643,1.0,0.36,45.0,0.88
2705,1,0,0,3,0,3,1257,0.058,0.17,0.94,30.62,0.86
2708,1,0,0,2,0,3,2517,0.156,0.5,0.84,51.36,0.73
2710,1,0,1,2,0,2,1589,0.268,0.33,0.73,50.29,0.8
2711,1,0,2,3,0,3,2463,0.422,0.12,0.58,47.12,0.68
2712,1,0,1,3,0,1,2051,0.244,0.12,0.76,45.7,0.97
2713,1,0,1,0,0,4,1259,0.506,1.0,0.49,46.06,0.7
2714,1,0,3,2,0,3,1603,0.078,0.25,0.92,33.81,0.78
2715,1,0,1,3,0,1,2188,0.231,0.5,0.77,37.51,0.69
2717,1,1,2,0,0,2,2168,0.786,0.1,0.21,35.73,1.0
2718,1,0,4,4,0,2,1084,0.054,0.17,0.95,52.99,0.85
2719,1,1,4,0,0,1,0,0.0,0.5,1.0,40.51,0.61
2720,1,0,0,2,0,3,2517,0.095,0.25,0.91,47.74,0.85
2722,1,0,2,0,0,3,1968,0.203,0.5,0.8,59.22,0.65
2725,1,0,1,4,0,1,2431,0.127,0.25,0.87,49.55,0.89
2727,1,0,1,2,0,2,0,0.0,0.17,1.0,61.98,0.88
2728,1,1,1,1,0,1,1638,0.639,0.1,0.36,44.87,0.59
2729,1,1,1,0,0,3,1608,0.307,0.5,0.69,42.38,0.45
2730,1,1,4,0,0,3,1962,0.578,0.33,0.42,49.92,0.9
2731,1,0,4,0,0,3,0,0.0,0.12,1.0,62.16,0.74
2738,1,0,1,1,0,1,1655,0.38,0.12,0.62,32.89,0.62
2739,-1,1,2,1,0,4,2517,0.512,0.2,0.49,32.11,0.95
2740,1,1,3,0,0,3,1108,0.203,0.2,0.8,39.91,0.56
2742,1,0,4,1,0,3,2517,0.885,0.17,0.12,46.98,0.72
2744,1,0,0,3,1,2,745,0.029,0.2,0.97,36.75,0.73
2745,1,1,0,0,0,3,2018,0.915,0.12,0.09,49.69,0.87
2754,1,0,0,3,0,3,0,0.0,0.5,1.0,52.72,1.33
2755,1,1,1,1,0,1,2229,0.696,1.0,0.3,50.48,1.06
2756,1,1,2,0,0,5,1017,0.554,0.25,0.45,35.46,1.12
2757,1,1,0,0,0,2,0,0.0,0.08,1.0,53.62,0.8
2761,1,0,1,2,0,2,0,0.0,0.2,1.0,80.38,0.64
2762,1,0,4,2,0,2,1073,0.041,0.33,0.96,66.27,0.76
2763,1,0,2,2,0,2,1194,0.035,0.1,0.97,54.07,0.65
2768,1,1,1,1,0,3,0,0.0,0.5,1.0,55.98,1.38
2769,1,0,1,1,0,2,1758,0.15,0.17,0.85,43.63,0.65
2770,1,1,0,1,0,3,1562,0.347,0.17,0.65,58.35,0.78
2771,1,0,0,3,0,3,1193,0.156,0.17,0.84,51.51,0.87
2774,1,1,1,0,0,3,1572,0.299,0.25,0.7,38.66,1.0
2775,1,0,1,3,0,3,957,0.093,0.17,0.91,45.62,0.72
2776,1,0,0,3,0,3,0,0.0,0.2,1.0,34.55,0.77
2781,1,1,0,0,0,3,1377,0.688,0.1,0.31,40.18,0.72
2782,1,1,1,0,0,3,1815,0.58,1.0,0.42,60.12,0.69
2783,1,1,2,1,0,3,1070,0.532,1.0,0.47,42.65,0.5
2785,-1,0,1,1,0,6,651,0.273,0.17,0.73,41.74,0.71
2788,1,1,1,0,0,2,0,0.0,0.1,1.0,56.51,0.45
2789,1,0,2,2,0,3,1421,0.38,0.33,0.62,39.09,0.79
2790,1,0,3,3,0,3,1799,0.081,0.17,0.92,57.0,0.67
2792,1,0,0,1,0,2,1466,0.2,0.5,0.8,50.26,0.81
2793,-1,0,4,4,0,2,0,0.0,0.33,1.0,44.87,0.65
2795,1,1,3,0,0,2,1223,0.241,0.5,0.76,46.93,1.24
2797,1,0,0,2,0,1,926,0.032,0.25,0.97,66.9,0.84
2798,1,1,3,0,0,1,1473,0.431,0.17,0.57,36.8,0.73
2799,1,0,1,2,0,6,0,0.0,0.25,1.0,39.76,0.53
2800,1,1,0,1,0,3,1912,0.711,0.33,0.29,53.47,0.88
2803,1,0,4,2,0,3,1181,0.061,0.25,0.94,38.0,0.81
2804,1,0,2,1,0,3,2098,0.258,0.17,0.74,58.54,0.65
2805,1,0,1,2,0,2,0,0.0,0.17,1.0,43.07,0.73
2806,1,0,0,2,0,3,1345,0.063,0.25,0.94,46.59,0.69
2810,1,0,1,4,0,2,1974,0.061,0.25,0.94,44.03,0.78
2813,1,0,3,2,0,2,2517,0.133,0.33,0.87,49.7,0.79
2814,1,0,0,4,0,2,2517,0.208,0.1,0.79,47.41,0.88
2815,1,1,1,1,0,3,962,0.179,0.25,0.82,44.45,0.84
2817,1,0,4,4,0,3,1491,0.043,0.1,0.96,37.38,0.86
2822,1,1,0,0,0,3,2037,0.284,0.33,0.72,45.55,0.88
2823,1,1,1,0,0,3,0,0.0,0.25,1.0,58.52,0.76
2826,-1,0,0,1,0,3,0,0.0,0.25,1.0,36.29,0.68
2830,1,1,0,0,0,2,1473,0.541,0.1,0.46,45.35,0.76
2839,1,0,0,2,0,3,1620,0.126,0.25,0.87,38.33,0.86
2840,1,0,1,0,0,1,1474,0.44,0.12,0.56,65.06,0.89
2843,1,0,2,3,0,1,1952,0.902,0.1,0.1,32.73,0.59
2847,1,0,0,4,0,3,1116,0.212,0.25,0.79,41.06,0.78
2850,1,0,2,0,0,2,0,0.0,0.2,1.0,37.52,0.71
2852,1,1,0,0,0,2,1489,0.339,0.33,0.66,57.13,0.82
2857,1,1,2,0,0,3,890,0.411,0.25,0.59,50.9,0.56
2860,1,0,1,3,0,1,0,0.0,0.1,1.0,51.02,0.68
2861,1,0,0,3,0,3,1716,0.103,0.25,0.9,42.3,0.64
2862,1,0,1,1,0,2,1885,0.346,0.5,0.65,45.61,0.9
2867,1,0,1,0,0,2,808,0.132,0.5,0.87,43.73,0.75
2869,1,0,1,1,0,1,1586,0.346,0.5,0.65,42.02,0.56
2870,-1,0,0,1,0,3,2191,0.416,0.1,0.58,53.45,0.77
2872,1,1,1,0,0,2,0,0.0,0.12,1.0,40.46,0.68
2875,1,0,0,2,0,3,0,0.0,0.1,1.0,37.58,0.73
2877,1,0,4,2,0,2,1628,0.126,0.33,0.87,33.36,0.73
2878,1,0,1,3,1,2,0,0.0,0.17,1.0,44.6,0.79
2879,1,0,3,4,1,1,1323,0.038,0.12,0.96,43.87,0.73
2882,1,1,1,0,0,3,1278,0.563,1.0,0.44,46.97,0.84
2883,1,1,3,0,0,3,2354,0.758,0.5,0.24,56.67,0.64
2889,1,0,4,2,1,3,1435,0.042,0.25,0.96,49.86,0.76
2890,1,0,0,2,0,6,0,0.0,0.1,1.0,43.14,0.78
2891,1,1,0,0,0,1,1551,0.328,0.2,0.67,52.26,0.59
2894,1,0,3,2,0,2,0,0.0,0.5,1.0,54.36,0.73
2896,1,0,0,0,0,1,1691,0.64,0.5,0.36,49.93,0.83
2903,1,1,1,0,1,3,2422,0.217,0.12,0.78,41.91,0.78
2906,1,0,3,3,0,3,1878,0.132,0.17,0.87,68.66,0.7
2908,1,1,1,0,0,1,1899,0.254,0.1,0.75,45.0,0.81
2911,1,0,0,2,3,2,0,0.0,0.1,1.0,60.85,0.88
2913,1,1,2,0,1,3,1583,0.118,0.25,0.88,32.93,0.52
2915,1,0,4,4,0,1,1435,0.102,0.12,0.9,50.45,0.8
2916,1,0,0,2,0,1,774,0.022,0.25,0.98,40.95,0.78
2917,1,0,1,2,0,2,1006,0.177,0.12,0.82,49.74,0.84
2919,1,0,0,0,0,2,2073,0.643,0.5,0.36,46.43,0.86
2920,1,0,2,2,0,3,778,0.278,0.33,0.72,49.09,0.69
2921,1,0,0,4,0,2,2010,0.058,0.5,0.94,47.05,0.6
2922,1,0,0,0,0,5,1569,0.716,0.25,0.28,50.76,0.9
2925,1,1,1,0,0,2,945,0.2,0.25,0.8,53.79,0.78
2926,1,0,4,3,0,2,1606,0.162,0.25,0.84,45.78,0.83
2927,1,1,2,1,0,3,0,0.0,0.25,1.0,35.59,0.9
2932,1,1,1,1,0,1,1425,0.095,0.08,0.9,53.86,0.78
2936,1,1,2,0,0,2,0,0.0,1.0,1.0,61.18,0.68
2937,1,0,1,3,0,2,1630,0.703,0.25,0.3,54.99,0.83
2941,1,0,1,2,0,3,1548,0.084,0.12,0.92,47.77,0.79
2945,1,0,0,0,0,3,2514,0.537,0.5,0.46,44.67,0.72
2947,1,1,0,0,0,3,2417,0.572,0.25,0.43,50.28,0.68
2950,1,1,4,1,0,3,0,0.0,0.17,1.0,65.35,0.57
2951,1,0,1,4,0,3,1822,0.144,0.12,0.86,61.88,0.86
2953,-1,1,2,0,0,5,2178,0.599,0.17,0.4,44.4,0.93
2954,1,0,1,4,0,3,1591,0.05,0.25,0.95,58.87,0.69
2957,1,0,2,3,0,2,1515,0.065,0.25,0.94,36.81,0.74
2960,1,0,0,3,0,3,1749,0.512,0.25,0.49,60.82,0.47
2961,1,1,2,0,0,2,1965,0.411,0.25,0.59,61.88,0.9
2962,1,0,0,0,1,2,0,0.0,0.25,1.0,60.19,0.72
2965,1,1,3,0,0,3,0,0.0,0.17,1.0,50.61,0.85
2969,1,0,2,3,0,3,0,0.0,0.17,1.0,42.38,0.69
2971,1,0,1,4,0,1,0,0.0,0.12,1.0,41.58,0.84
2972,1,0,1,3,0,2,0,0.0,0.5,1.0,38.48,0.91
2973,1,0,1,2,0,1,0,0.0,0.5,1.0,41.55,0.78
2976,1,1,2,1,0,1,1508,0.184,0.12,0.82,58.23,0.63
2979,1,0,4,4,0,2,582,0.022,0.17,0.98,46.67,0.71
2981,1,0,2,2,0,2,1496,0.072,0.25,0.93,61.34,0.7
2983,1,0,2,2,0,3,1018,0.037,0.25,0.96,57.08,0.63
2986,-1,0,1,2,0,2,0,0.0,0.33,1.0,42.98,0.78
2988,1,1,0,1,0,2,561,0.061,0.1,0.94,58.49,0.7
2990,1,1,3,0,0,1,851,0.131,0.17,0.87,47.51,0.8
2991,1,0,1,2,0,2,1464,0.583,0.17,0.42,43.97,0.82
2992,1,1,0,0,0,1,0,0.0,0.33,1.0,53.14,1.03
2994,1,1,1,0,1,1,948,0.092,0.25,0.91,43.49,0.41
2996,-1,0,2,3,0,3,1821,0.151,0.12,0.85,59.52,0.89
